id_depute|nom|prenom|lien|naissance_j|naissance_m|naissance_a|deces_j|deces_m|deces_a
6668|de Rémusat|Pierre, Charles, Joseph|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6668|19|1|1864|13|7|1946
6054|de Rohan-Chabot de Léon|Alain, Charles, Louis|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6054|1|12|1844|6|1|1914
6868|de Soland|Théobald|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6868|1|12|1821|8|3|1906
7447|de Vogüé|Melchior|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7447|24|2|1848|24|3|1910
7449|de Wignacourt|Adrien|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7449|23|10|1845|21|10|1915
7440|de Witt|Conrad, Jacob, Dionys, Cornélis|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/7440|15|11|1824|20|7|1909
2207|Decker-David|Paul-Henry|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2207|27|9|1863|21|4|1918
2211|Decrais|Albert|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2211|18|12|1838|27|2|1915
2217|Defontaine|Félix|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2217|12|7|1858|26|2|1918
2224|Defumade|Alphonse, Jean|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2224|14|1|1844|19|12|1923
2238|Dejean|Etienne|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2238|11|7|1859|20|1|1913
2240|Dejeante|Victor, Louis|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2240|28|12|1850|7|12|1927
2249|Delafosse|Jules|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2249|2|3|1841|31|1|1916
2259|Delanne|Claude|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2259|27|1|1838|25|10|1919
2261|Delanoue dit Thiérry-Delanoue|Thierry|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2261|17|3|1843|21|12|1927
2267|Delarue|Gabriel, Louis|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2267|14|3|1846|26|12|1905
2274|Delaunay|Ernest|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2274|24|5|1854|27|4|1939
2280|Delbet|Ernest, Pierre, Julien|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2280|9|11|1831|9|12|1908
2283|Delcassé|Théophile|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2283|1|3|1852|21|2|1923
2309|Dellestable|François, Antoine|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2309|31|12|1851|30|1|1922
2311|Delmas|Arthur, Vincent|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2311|27|7|1853|25|1|1929
2325|Delombre|Paul|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2325|18|3|1848|8|11|1933
2328|Deloncle|François|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2328|14|7|1856|21|10|1922
2341|Delpeuch|Edouard|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2341|24|7|1860|20|9|1930
2353|Deluns-Montaud|Pierre|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2353|5|6|1845|8|11|1907
2357|Demalvillain|Léonce|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2357|18|1|1841|||
2359|Demarçay |Maurice, Marc, Auguste|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2359|26|10|1835|9|9|1907
2367|Denécheau|Maurice|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2367|13|5|1845|28|4|1926
2382|Denis|Théodore|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2382|14|5|1858|27|6|1908
2386|Denoix|Arnaud, Elie|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2386|29|6|1848|26|12|1917
2398|Deproge|Louis|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2398|5|7|1850|19|12|1921
2410|Derrien|Henri|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2410|23|7|1857|7|10|1903
2411|Derveloy|Eugène|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2411|16|1|1855|5|6|1923
6105|des Rotours|Raoul|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6105|8|4|1860|28|3|1900
6106|des Rotours|Eugène, Robert|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6106|23|10|1833|28|3|1895
2425|Deschanel|Paul|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2425|13|2|1855|28|4|1922
2430|Descubes-Desgueraines|Amédée|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2430|29|1|1853|14|7|1936
2431|Desfarges|Antonin|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2431|12|7|1851|5|12|1941
2432|Desgenétais|Léon, Pierre|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2432|5|10|1854|5|9|1893
2439|Deshayes|Prosper|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2439|15|1|1833|15|1|1907
2443|Desjardins|Jules|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2443|23|9|1845|20|3|1917
2445|Desmons|Frédéric|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2445|14|10|1832|4|1|1910
2474|Develle|Jules, Paul|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2474|12|4|1845|30|10|1919
2480|Deville|Gabriel|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2480|8|3|1854|28|2|1940
2479|Deville|Félix-François|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2479|14|3|1841|7|1|1896
2519|Dindeau|Charles, Jacques|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2519|24|12|1841|17|7|1898
2524|Disleau|Charles, Guy, Adrien|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2524|30|3|1853|22|12|1914
2554|Dorian|Charles, Louis|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2554|12|4|1852|13|6|1902
2569|Doumer|Paul|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2569|22|3|1857|7|5|1932
2570|Doumergue|Gaston|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2570|1|7|1863|18|6|1937
6229|Doynel de Saint-Quentin|Louis|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6229|14|10|1850|18|4|1928
2581|Drake Del Castillo|Jacques|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2581|1|2|1855|30|6|1918
2595|Dron|Gustave|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2595|21|10|1856|17|7|1930
6424|du Breil de Pontbriant|Fernand-René|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/6424|9|11|1848|26|11|1916
3731|du Halgouet de Poulpiquet|Maurice|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3731|11|12|1847|1|4|1919
5789|du Périer de Larsan|Henri|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/5789|29|2|1844|25|7|1908
4187|du Vergier de La Rochejaquelein|Julien, Gaston|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4187|27|3|1833|30|7|1897
2610|Dubief|Fernand, Jean-Baptiste|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2610|14|10|1850|4|6|1916
2623|Dubois|Louis, Victor|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2623|4|12|1837|12|11|1914
2619|Dubois|Emile, André, Désiré|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2619|21|7|1839|3|2|1905
2632|Dubost|Henri, Antonin|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2632|6|4|1842|16|4|1921
2643|Duchasseint|Jean-Baptiste|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2643|20|1|1814|21|2|1895
2656|Ducos|Joseph, Pierre, Louis, Edouard|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2656|14|10|1833|21|7|1910
2666|Dufaure|Gabriel|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2666|17|7|1846|1|4|1914
2685|Dujardin-Beaumetz|Henri, Charles, Etienne|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2685|29|12|1852|27|9|1913
2686|Dulau|Constant|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2686|26|7|1857|25|4|1911
2692|Dumas|Julien, Pierre, Paul|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2692|1|10|1857|||
2711|Dunaime|Eugène, Henri|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2711|11|10|1855|17|12|1926
2715|Dupon|Eutrope|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2715|20|4|1823|7|7|1897
10133|Dupuy|Charles, Alexandre|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/10133|5|11|1851|23|7|1923
2744|Dupuy-Dutemps|Ludovic|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2744|5|1|1847|17|12|1928
2745|Dupuytrem|Raymond|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2745|9|9|1863|13|1|1927
2783|Dusevel|Octave, Léon|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2783|5|10|1840|2|2|1894
2785|Dussaussoy|Paul|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2785|6|1|1860|15|3|1909
2797|Dutreix|Charles|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2797|10|2|1848|28|11|1899
2799|Duval|César, Joseph|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2799|20|1|1841|21|4|1910
2803|Duvau|Jules|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2803|5|3|1855|12|4|1928
2806|Duvigneau|Jacques|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2806|21|7|1833|14|3|1902
2818|Eliez-Evrard|Evrard|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2818|4|12|1843|16|3|1932
2833|Ermant|Georges|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2833|22|6|1852|13|2|1935
2837|Escanyé|Frédéric|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2837|15|5|1833|1|9|1906
2861|Etienne|Eugène|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2861|15|12|1844|13|5|1921
2864|Euzière|Frédéric|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2864|20|5|1842|4|2|1920
2875|Faberot|Pascal|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2875|27|5|1834|23|7|1908
2903|Fanien|Achille|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2903|19|1|1827|25|7|1915
2911|Farjon|Adrien, Vital|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2911|25|1|1850|15|12|1907
2925|Faure|Félix|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2925|31|1|1841|16|2|1899
2921|Faure|Alfred|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2921|20|7|1850|21|4|1939
2933|Faure dit Maurice-Faure|Maurice|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2933|7|1|1850|8|12|1919
2975|Ferret|Auguste|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2975|2|9|1851|22|11|1896
4178|Ferron de La Ferronnays|Henri|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4178|15|9|1842|25|9|1907
2986|Ferry|Charles|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2986|23|5|1834|21|7|1909
3013|Fiquet|Alphonse|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3013|8|4|1841|14|6|1916
3014|Firino|Roger|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3014|23|9|1854|28|1|1926
3022|Flandin|Etienne|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3022|1|4|1853|20|9|1920
3030|Fleury-Ravarin|Henry|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3030|24|4|1861|25|2|1924
3038|Flourens|Emile, Léopold|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3038|26|4|1841|6|1|1920
3040|Folliet|André|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3040|18|3|1838|22|3|1905
3052|Forcioli|Dominique|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3052|6|4|1838|9|11|1917
3061|Forni|Jules|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3061|17|9|1838|11|4|1901
3076|Fougeirol|Edouard-Auguste|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3076|9|4|1843|12|7|1912
3081|Fould|Achille|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3081|10|7|1861|15|2|1926
3084|Fouquet|Louis, Camille|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3084|13|1|1841|3|12|1912
3101|Fournol|Paul|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3101|25|9|1842|16|11|1902
3116|Franc|Hippolyte, Paul, Emile|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3116|2|2|1825|25|3|1898
3127|François|Eugène|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3127|1|7|1842|10|3|1906
3132|Franconie|Gustave|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3132|15|1|1845|23|1|1910
3141|Frébault|Charles, Félix|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3141|7|3|1825|29|10|1902
3159|Frogier de Pontlevoy|Paul|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3159|3|7|1827|21|1|1915
3162|Froment|Louis|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3162|14|9|1838|12|11|1909
3170|Fruchier|Raoul|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3170|20|3|1851|29|12|1931
3191|Gacon|Jules, Gabriel|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3191|8|10|1847|21|11|1914
3202|Gaillard|Jules|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3202|21|6|1839|23|1|1911
3229|Galpin|Gaston|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3229|9|1|1841|21|5|1923
3235|Gamard|Georges|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3235|30|10|1837|23|9|1903
3261|Garnier|Frédéric, Jean, François, Gustave|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3261|24|2|1836|6|7|1905
3274|Gasnier|Fernand, Edouard|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3274|5|7|1853|4|10|1906
3301|Gaussorgues|Frédéric|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3301|29|7|1841|25|6|1903
3305|Gauthier de Clagny|Albert|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3305|14|9|1853|16|12|1927
3309|Gautier|René-François|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3309|25|4|1851|30|7|1936
3312|Gauvin|Eusèbe|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3312|8|6|1852|19|6|1931
3317|Gavini|Sébastien|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3317|16|12|1858|29|10|1938
3314|Gavini|Antoine|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3314|24|7|1856|29|10|1938
3325|Gayraud|Hippolyte|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3325|13|7|1856|16|12|1911
3330|Gellé|Ernest|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3330|25|10|1845|23|5|1909
3331|Gellibert des Séguins|Etienne|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3331|14|9|1852|24|11|1906
3333|Gendre|Raymond|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3333|22|7|1840|16|7|1917
3336|Genet|Eugène|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3336|20|4|1850|21|4|1904
3343|Genoux-Prachée|Victor|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3343|12|6|1854|19|7|1924
3361|Gérard|Henri, Alexandre|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3361|22|3|1818|9|4|1903
3364|Gérault-Richard|Alfred-Léon|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3364|11|10|1860|7|12|1911
3385|Gervais|Charles|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3385|28|2|1851|25|2|1933
3387|Gerville-Réache|Gaston, Marie, Sidoine, Théonile|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3387|23|7|1854|30|5|1908
3392|Gévelot|Jules, Félix|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3392|6|6|1826|17|7|1904
3405|Giguet|Honoré|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3405|13|1|1834|13|12|1914
3411|Gillot|Léon|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3411|29|5|1851|20|11|1907
3426|Girard|Amédée|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3426|4|12|1826|26|7|1900
3440|Girault|Alexandre|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3440|21|9|1852|||
3445|Girodet|Emile|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3445|23|3|1849|16|4|1898
3457|Goblet|René-Marie|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3457|26|9|1828|13|9|1905
3472|Goirand|Léopold|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3472|7|1|1845|26|6|1926
3489|Gotteron|André, Marie, Antoine, Louis|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3489|11|5|1849|9|4|1930
3497|Goujat|Claude|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3497|22|2|1845|18|12|1926
3502|Goujon|Théophile, Jean, Eloi|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3502|1|12|1835|2|4|1902
3498|Goujon|Julien|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3498|22|5|1854|18|3|1912
3516|Gourvil|Emile|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3516|29|3|1845|15|2|1899
3517|Goussot|Emile|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3517|2|12|1862|2|4|1930
3551|Gras|Antoine|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3551|2|3|1847|14|5|1917
3559|Graux|Georges, Edouard|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3559|15|2|1843|3|10|1900
3573|Grenier|Philippe|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3573|14|7|1865|25|3|1944
3608|Grousset|Paschal|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3608|7|4|1844|9|4|1909
3609|Groussier|Arthur|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3609|16|7|1863|6|2|1957
3610|Gruet  |Charles|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3610|2|7|1844|6|7|1928
3623|Guéneau|Pierre|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3623|13|7|1853|1|12|1894
3628|Guérin|Léon|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3628|21|5|1841|21|10|1901
3649|Guichard|Claudius|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3649|25|5|1826|15|7|1895
3659|Guieysse|Pierre-Paul|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3659|11|5|1841|19|5|1914
3660|Guignard|Jean|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3660|16|9|1829|4|7|1901
3668|Guillain|Florent|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3668|7|2|1844|19|4|1915
3674|Guillemaut|Lucien|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3674|21|7|1842|10|4|1917
3675|Guillemet|Gaston|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3675|25|5|1851|21|1|1914
3676|Guillemin|Léon|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3676|9|12|1859|22|3|1899
2605|Guillo Du Bodan|Charles, Maurice, Christophe|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/2605|23|5|1827|16|11|1897
3714|Guyot-Dessaigne|Edmond|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3714|25|12|1833|31|12|1907
3716|Habert|Marcel|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3716|20|9|1862|8|10|1937
3727|Hainsselin|Gustave|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3727|9|2|1835|24|9|1925
3754|Harriague-Saint-Martin|Morrochco|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3754|8|10|1849|18|7|1905
3774|Hayez|Paul|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3774|22|10|1859|3|10|1935
3790|Hémon|Louis|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3790|25|2|1844|4|3|1914
3792|Hennard|Henri|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3792|27|3|1847|20|7|1904
3797|Henrion|Edouard|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3797|18|9|1835|30|6|1906
3807|Herbet|Hippolyte|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3807|27|7|1846|7|7|1903
3829|Hervoches|Alphonse|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3829|15|6|1829|29|5|1903
3861|Horteur|Jules, François|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3861|17|9|1842|12|9|1895
3879|Hovelacque|Abel|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3879|14|11|1843|22|2|1896
3882|Hubbard|Gustave-Adolphe|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3882|22|5|1858|14|5|1927
3885|Hubert|Lucien|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3885|27|7|1868|18|5|1938
3898|Hugues|François|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3898|16|3|1848|7|5|1907
3896|Hugues|Clovis, Hubert|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3896|3|11|1851|11|6|1907
3902|Huguet|Jean|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3902|4|7|1860|24|3|1936
3907|Humbert|Alphonse, Jean, Joseph|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3907|21|2|1844|27|12|1922
3937|Isaac|Auguste|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3937|11|3|1853|1|7|1913
3940|Isambard|Louis-Edouard|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3940|8|3|1845|19|7|1904
3941|Isambert|Gustave|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3941|20|10|1841|14|4|1902
3951|Iung|Henri|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3951|12|3|1833|3|10|1896
3963|Jacquemin|Albert|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3963|15|3|1847|22|11|1902
3966|Jacques|Edouard|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3966|26|9|1828|14|6|1900
3984|Jaluzot|Jules|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3984|5|5|1834|21|2|1916
3985|Jamais|Emile|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/3985|10|12|1856|10|11|1893
4011|Jaurès|Jean|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4011|3|9|1859|31|7|1914
4034|Jobez|Henri-Jean|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4034|26|6|1865|28|5|1931
4047|Jonnart|Auguste|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4047|27|12|1857|30|9|1927
4056|Jouart|Charles|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4056|4|4|1850|||
4062|Jouffray|Camille|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4062|22|2|1841|3|5|1924
4064|Jouffroy d'Abbans|Charles|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4064|20|4|1820|26|1|1903
4072|Jourdan|Louis|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4072|7|7|1843|2|4|1932
4071|Jourdan|Joseph|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4071|29|7|1846|17|2|1934
4073|Jourde|Antoine|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4073|23|9|1848|30|1|1923
4099|Jullien|Philippe, Emile|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4099|10|7|1845|24|7|1912
4101|Jumel|François-Henri|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4101|5|9|1847|11|7|1918
4153|Krantz|Camille|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4153|24|7|1848|30|4|1924
4168|l'Hopiteau|Gustave|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4168|26|4|1860|3|10|1941
4186|La Rochefoucauld de Bisaccia|Marie, Charles, Gabriel, Sosthène|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4186|14|9|1825|28|7|1908
4194|Labarthe|Pierre|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4194|23|12|1846|8|11|1904
4196|Labat|Théophile|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4196|20|3|1834|10|9|1896
4209|Labrousse|Philippe, Michel|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4209|3|5|1847|11|12|1910
4211|Labussière|Emile|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4211|2|5|1853|21|2|1924
4222|Lachièze|Albert|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4222|4|11|1840|27|2|1925
4228|Lacombe|Louis|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4228|11|12|1853|3|7|1927
4231|Lacôte|Auguste|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4231|15|4|1838|18|12|1899
4238|Lacroix|Guillaume|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4238|11|12|1834|30|6|1901
4260|Lafont|Ernest|http://www2.assemblee-nationale.fr/sycomore/fiche/(num_dept)/4260|24|1|1845|24|3|1896
